聚类种类,第一学年-次消费均价,第一学年-全年消费次数,第一学年-早餐消费次数,第一学年-中餐消费次数,第一学年-晚餐消费次数,第一学年-早餐消费均价,第一学年-中餐消费均价,第一学年-晚餐消费均价,第一学年-全年消费波动性,第一学年-日消费波动性,第一学年-最高值,第一学年-消费极差,第一学年-上四分位点,第一学年-下四分位点
1,1174.7945205479452,438.0,84.0,192.0,162.0,543.3333333333334,1351.1979166666667,1293.148148148148,802.1468914631588,644.500823194569,6000.0,5850.0,1500.0,700.0
2,839.0714285714286,280.0,38.0,133.0,109.0,492.63157894736844,979.4736842105264,788.5321100917431,494.6740248794809,301.286440780879,4100.0,4050.0,1000.0,450.0
1,990.7961165048544,515.0,185.0,184.0,146.0,672.3243243243244,1242.8804347826087,1076.6438356164383,664.6240434781059,486.337449765727,4800.0,4700.0,1200.0,600.0
1,726.996996996997,333.0,142.0,109.0,82.0,614.7183098591549,782.5688073394496,847.560975609756,464.145420010405,323.576695526047,4600.0,4500.0,900.0,450.0
3,1123.896321070234,598.0,128.0,250.0,220.0,452.96875,1312.64,1299.7727272727273,796.1427484971383,704.527252740978,8800.0,8750.0,1600.0,590.0
2,967.6502732240438,183.0,58.0,61.0,64.0,483.1034482758621,1270.655737704918,1117.96875,477.8765793601106,272.283002706794,3630.0,3480.0,1300.0,450.0
3,1456.2226640159047,503.0,167.0,200.0,136.0,1096.2275449101796,1747.9,1469.3382352941176,1031.1084342583179,891.598721458953,7500.0,7460.0,1900.0,800.0
1,1070.4146341463415,615.0,200.0,208.0,207.0,617.475,1406.5384615384614,1170.2898550724638,767.5147970205334,641.97941738073,5000.0,4970.0,1337.5,500.0
1,1345.7668711656443,163.0,45.0,54.0,64.0,902.8888888888889,1462.5925925925926,1558.59375,639.664949771668,335.614662421136,5400.0,5220.0,1637.5,800.0
2,891.775956284153,366.0,179.0,103.0,84.0,692.5698324022346,1106.893203883495,1052.5,517.5204174188732,372.891970128863,3000.0,2850.0,1100.0,600.0
1,1341.6,605.0,182.0,217.0,206.0,780.8791208791209,1674.552995391705,1486.2621359223301,915.0239537820763,749.377381634938,5400.0,5280.0,1800.0,750.0
2,837.2411067193676,506.0,184.0,173.0,149.0,423.3695652173913,1086.4393063583816,1058.993288590604,569.6528638627374,484.438009759385,3700.0,3600.0,1100.0,400.0
3,1220.8776470588236,425.0,92.0,181.0,152.0,692.7173913043479,1350.0718232044198,1386.7105263157894,902.6321554698253,610.669959485423,9400.0,9300.0,1600.0,620.0
2,676.076817558299,729.0,196.0,264.0,269.0,427.8061224489796,751.3636363636364,783.085501858736,369.79403098552666,330.7169421274,3580.0,3430.0,800.0,500.0
2,955.51593625498,502.0,199.0,170.0,133.0,644.9145728643216,1174.1176470588234,1140.8345864661653,611.0427510260067,436.154354846868,3250.0,3229.0,1200.0,550.0
1,1020.0778210116731,514.0,180.0,174.0,160.0,566.3888888888889,1304.0229885057472,1221.6875,730.7843338423303,553.886436621701,5700.0,5600.0,1240.0,500.0
1,1079.392405063291,553.0,199.0,188.0,166.0,570.2010050251256,1451.063829787234,1268.879518072289,774.1347244859143,612.252157227991,4400.0,4340.0,1405.0,500.0
2,1019.4146341463414,205.0,39.0,80.0,86.0,558.974358974359,1031.875,1216.6279069767443,543.3372836373151,292.712163720604,4000.0,3700.0,1250.0,472.5
1,992.1527777777778,288.0,83.0,109.0,96.0,553.0120481927711,1232.6605504587155,1098.75,592.2687047701057,404.342242363971,4800.0,4700.0,1400.0,400.0
1,1001.1111111111111,252.0,58.0,100.0,94.0,711.2068965517242,1223.2,943.7234042553191,573.8957650977261,351.063081520575,6000.0,5900.0,1200.0,530.0
2,974.8126801152738,347.0,99.0,142.0,106.0,598.4848484848485,1186.9014084507041,1042.1698113207547,630.8130330541647,406.361706688818,4200.0,4100.0,1250.0,450.0
2,978.3676975945017,582.0,178.0,216.0,188.0,679.5505617977528,1203.287037037037,1002.8723404255319,585.8546049210888,519.860933299462,3050.0,2950.0,1200.0,700.0
1,992.8260869565217,506.0,174.0,165.0,167.0,615.4597701149426,1171.2727272727273,1209.7005988023952,670.7903385546042,522.17190327033,4650.0,4600.0,1200.0,600.0
2,1183.961352657005,414.0,147.0,149.0,118.0,922.6530612244898,1233.3557046979865,1447.1186440677966,723.1658986707425,567.896498313917,4320.0,4170.0,1450.0,800.0
2,893.4875717017209,523.0,192.0,183.0,148.0,635.5208333333334,1073.464480874317,1005.6081081081081,587.0778265175946,523.310524923277,3750.0,3670.0,1100.0,550.0
2,964.6803652968036,219.0,65.0,94.0,60.0,560.6153846153846,1153.4574468085107,1106.6666666666667,501.58386131452045,318.477711070191,3100.0,2950.0,1287.5,550.0
2,664.9064748201439,556.0,183.0,207.0,166.0,403.0601092896175,859.6135265700483,710.7710843373494,443.7347063964986,338.553559635541,3550.0,3500.0,900.0,400.0
1,1077.4458874458874,231.0,65.0,91.0,75.0,536.0,1284.065934065934,1296.0,625.4003231023419,310.321645329976,5350.0,5200.0,1450.0,500.0
2,464.2737896494157,599.0,219.0,191.0,189.0,380.4109589041096,564.869109947644,459.7883597883598,276.3406571152772,185.803265358572,2100.0,2000.0,500.0,332.5
2,610.2010050251256,398.0,179.0,154.0,65.0,407.4301675977654,813.5714285714286,686.7692307692307,416.9433567443839,291.80897854169,4300.0,4200.0,800.0,300.0
1,1203.0289256198348,242.0,54.0,110.0,78.0,522.0370370370371,1449.9363636363637,1326.2820512820513,717.8035828032729,437.807614658322,5000.0,4900.0,1550.0,600.0
1,1056.9315068493152,365.0,97.0,130.0,138.0,626.7010309278351,1251.7692307692307,1175.7971014492753,668.5866329604123,481.151998027579,4500.0,4400.0,1250.0,650.0
2,832.7858627858628,481.0,123.0,185.0,173.0,455.2845528455285,986.972972972973,936.3005780346821,495.3487074606002,321.696524291915,2800.0,2700.0,1000.0,550.0
2,893.5177865612649,253.0,91.0,77.0,85.0,736.3736263736264,1034.5454545454545,934.0,463.3368153975443,293.281897070665,2760.0,2580.0,1100.0,600.0
2,755.925788497217,539.0,129.0,218.0,192.0,509.37984496124034,816.1467889908257,853.1979166666666,498.0591853313084,394.290183316474,3500.0,3350.0,900.0,500.0
3,1783.5294117647059,170.0,51.0,56.0,63.0,962.7450980392157,2348.5714285714284,1945.7142857142858,881.4920201129756,396.350316057583,9200.0,9050.0,2400.0,1000.0
1,1019.3307086614174,127.0,46.0,49.0,32.0,674.8913043478261,1245.9183673469388,1167.5,458.8212618971896,189.088370123342,5300.0,5270.0,1200.0,600.0
1,1148.532110091743,218.0,76.0,78.0,64.0,597.5,1567.4358974358975,1292.34375,638.0819115913936,332.697672200862,6360.0,6260.0,1570.0,600.0
2,1137.605633802817,568.0,163.0,216.0,189.0,652.5153374233129,1322.5,1344.6560846560847,737.9479625100635,542.30467071711,3650.0,3570.0,1400.0,700.0
3,1323.2877358490566,212.0,67.0,83.0,62.0,784.3283582089553,1509.3975903614457,1656.5645161290322,723.0313674481122,392.126090217668,7050.0,6900.0,1745.0,640.0
1,1314.103194103194,407.0,77.0,185.0,145.0,600.5194805194806,1530.8648648648648,1416.4827586206898,865.488102089863,685.239809063658,4580.0,4530.0,1700.0,677.5
1,1805.5294117647059,170.0,26.0,76.0,68.0,889.2307692307693,1795.5263157894738,2167.0588235294117,911.2839124981432,462.873040692673,6580.0,6480.0,2430.0,800.0
1,765.2162629757786,578.0,166.0,210.0,202.0,531.7469879518072,889.2380952380952,828.1435643564356,465.0634384895598,348.025040223253,5000.0,4950.0,950.0,500.0
3,1146.241610738255,447.0,103.0,182.0,162.0,639.0291262135922,1274.9450549450548,1324.1358024691358,767.6823432855241,586.164356765113,7050.0,6950.0,1500.0,677.5
1,851.6596858638743,191.0,56.0,85.0,50.0,516.4285714285714,1042.3529411764705,902.94,442.2288811277488,253.80437002499,4800.0,4700.0,1000.0,450.0
2,1187.0095693779904,418.0,84.0,162.0,172.0,847.0238095238095,1302.716049382716,1244.0697674418604,682.2319398905846,453.270289329712,3600.0,3450.0,1360.0,900.0
1,1409.5194805194806,385.0,99.0,147.0,139.0,689.7474747474747,1673.5374149659865,1642.9496402877699,932.421083133668,684.558624409635,6300.0,6150.0,2000.0,687.5
1,1089.919191919192,495.0,111.0,223.0,161.0,769.3693693693693,1135.0224215246637,1248.447204968944,723.626045241116,616.728603009111,5430.0,5330.0,1395.0,600.0
2,766.0675381263617,459.0,159.0,159.0,141.0,605.566037735849,909.0566037735849,785.8156028368794,460.7353328893456,351.140893584925,2600.0,2450.0,900.0,550.0
1,1005.4961832061068,262.0,83.0,96.0,83.0,558.7951807228916,1243.5416666666667,1176.867469879518,609.7187130922829,296.315099340637,5300.0,5210.0,1200.0,500.0
1,776.6373626373627,455.0,195.0,134.0,126.0,510.35897435897436,1071.4925373134329,875.1587301587301,550.0149298171981,382.11078582199,5300.0,5200.0,1000.0,422.5
2,609.6341463414634,492.0,172.0,214.0,106.0,290.2325581395349,930.5607476635514,480.0,485.9391210781928,386.579155632754,2800.0,2770.0,800.0,230.0
2,554.1715976331361,338.0,128.0,131.0,79.0,353.4375,749.9236641221374,554.8101265822785,336.34856365315636,237.97469271229,1600.0,1500.0,700.0,300.0
2,997.4342105263158,456.0,59.0,215.0,182.0,519.4915254237288,1132.8372093023256,992.4175824175824,606.5662138649236,526.537432156871,4200.0,4100.0,1200.0,700.0
1,780.0126903553299,394.0,88.0,208.0,98.0,597.6704545454545,883.9423076923077,723.1632653061224,474.62673776256554,394.011795116835,4620.0,4470.0,950.0,550.0
2,1062.0,505.0,109.0,215.0,181.0,657.0642201834862,1228.9767441860465,1107.513812154696,635.1189578162836,554.188444752568,4300.0,4200.0,1200.0,850.0
2,831.2906976744187,430.0,156.0,146.0,128.0,490.60897435897436,1112.945205479452,925.234375,569.6809926746217,426.513083116588,3800.0,3650.0,1140.0,400.0
1,1784.5263157894738,190.0,51.0,85.0,54.0,1145.686274509804,2161.4117647058824,1794.6296296296296,904.5733264723673,466.648995487428,6400.0,6200.0,2360.0,1000.0
2,865.2879581151833,191.0,67.0,60.0,64.0,558.0597014925373,1161.3333333333333,909.375,417.0105370090347,174.451549371276,2500.0,2400.0,1137.5,550.0
2,828.0249376558603,401.0,165.0,139.0,97.0,525.3212121212122,1109.2805755395684,939.8969072164948,550.6095649058548,376.571605044372,3850.0,3750.0,1000.0,450.0
1,1242.1548117154812,478.0,132.0,171.0,175.0,562.8030303030303,1434.2105263157894,1566.9142857142858,830.1491631737622,724.12021899736,5070.0,4970.0,1700.0,700.0
3,841.0578512396694,605.0,192.0,219.0,194.0,484.4270833333333,991.9634703196347,1023.659793814433,668.0105687060901,461.16784079386,9120.0,9020.0,1000.0,400.0
1,1169.879759519038,499.0,141.0,170.0,188.0,626.8794326241135,1449.6470588235295,1324.1489361702127,817.957937072726,620.818029122186,6000.0,5870.0,1600.0,700.0
1,754.0080971659919,494.0,180.0,154.0,160.0,489.1666666666667,975.6493506493506,838.625,524.4740698715035,360.870573499901,5000.0,4900.0,1000.0,350.0
2,732.1264591439689,514.0,116.0,203.0,195.0,444.13793103448273,867.1428571428571,762.8871794871795,453.1430036881774,394.228573068235,2834.0,2734.0,900.0,500.0
3,1304.3440233236151,343.0,84.0,150.0,109.0,809.1666666666666,1455.9333333333334,1477.3394495412845,857.3042110225322,610.138307625493,8200.0,8100.0,1600.0,800.0
2,1131.5128205128206,390.0,124.0,127.0,139.0,889.3548387096774,1353.4645669291338,1144.7482014388488,662.2973898309106,468.329387525197,3650.0,3550.0,1400.0,770.0
1,1413.98406374502,502.0,118.0,199.0,185.0,752.7118644067797,1604.8743718592964,1630.4324324324325,951.213309918762,753.782168463868,5960.0,5810.0,1830.0,900.0
2,901.5136476426799,403.0,134.0,143.0,126.0,436.2686567164179,1211.8181818181818,1044.126984126984,610.5840281142371,432.948079465526,3200.0,3150.0,1200.0,400.0
2,891.8223684210526,456.0,167.0,144.0,145.0,496.94610778443115,1160.625,1079.6620689655172,593.8520435987949,460.970561275878,3600.0,3500.0,1150.0,500.0
3,1559.4155844155844,154.0,27.0,69.0,58.0,706.2962962962963,1632.463768115942,1869.655172413793,792.7785219532213,342.925284582302,7030.0,6880.0,2080.0,700.0
1,1161.578947368421,437.0,192.0,155.0,90.0,684.1145833333334,1677.483870967742,1291.6666666666667,820.499961053632,620.600532015989,4800.0,4700.0,1500.0,550.0
1,1214.131274131274,518.0,163.0,184.0,171.0,610.9815950920246,1492.1195652173913,1489.9415204678362,863.037575279702,655.184612057152,6500.0,6400.0,1590.0,550.0
2,1132.0809248554913,173.0,23.0,84.0,66.0,669.1304347826087,1128.9285714285713,1297.4242424242425,547.0628568684533,279.486179582137,4200.0,4100.0,1400.0,700.0
2,990.2564102564103,507.0,186.0,180.0,141.0,565.3494623655914,1302.111111111111,1152.659574468085,667.1478295417179,526.840750935463,3800.0,3650.0,1230.0,520.0
1,1245.1043643263756,527.0,127.0,222.0,178.0,824.8031496062993,1321.7117117117118,1449.438202247191,849.7520268257663,718.884441999212,5660.0,5610.0,1635.0,650.0
2,1085.4597701149426,522.0,88.0,230.0,204.0,526.25,1254.0869565217392,1136.5686274509803,664.4321821497456,650.369091932211,3200.0,3150.0,1400.0,700.0
1,1204.6774193548388,248.0,65.0,107.0,76.0,744.9230769230769,1515.5140186915887,1160.2631578947369,705.782542498953,439.367413603423,6140.0,6040.0,1455.0,600.0
2,760.4214559386974,783.0,264.0,257.0,262.0,500.0378787878788,910.1167315175097,875.9541984732824,336.21501150423313,269.399478002662,2250.0,2100.0,900.0,550.0
2,822.1654135338346,665.0,188.0,245.0,232.0,583.6702127659574,989.7551020408164,838.448275862069,507.18374757672586,444.437501195661,4000.0,3850.0,1000.0,520.0
2,997.6820388349514,412.0,187.0,166.0,59.0,821.2032085561498,1172.0481927710844,1066.4406779661017,608.5964375804787,491.24504893725,3390.0,3290.0,1250.0,650.0
2,799.2219020172911,347.0,122.0,135.0,90.0,539.672131147541,1002.2222222222222,846.5555555555555,479.0158066506202,342.73221338886,2900.0,2850.0,1000.0,500.0
1,1049.822380106572,563.0,136.0,222.0,205.0,518.8970588235294,1275.4954954954956,1157.658536585366,718.232160770866,587.064356367855,5560.0,5410.0,1300.0,650.0
1,648.6695278969958,466.0,229.0,135.0,102.0,431.87772925764193,955.1851851851852,729.7058823529412,462.93898825159573,333.855935296338,4650.0,4550.0,900.0,350.0
1,1268.4682395644284,551.0,148.0,212.0,191.0,936.7297297297297,1438.7735849056603,1336.4921465968587,788.0427030750432,563.57503550149,5640.0,5540.0,1400.0,900.0
2,961.3809523809524,630.0,185.0,224.0,221.0,457.72972972972974,1246.7410714285713,1093.7556561085973,677.0216825689669,624.977672521074,3400.0,3250.0,1300.0,450.0
1,938.1789137380192,313.0,99.0,130.0,84.0,588.2828282828283,1224.0,908.2142857142857,581.6451300146902,393.74002856418,6200.0,6150.0,1200.0,450.0
2,1063.059581320451,621.0,175.0,237.0,209.0,706.0571428571428,1185.1476793248946,1223.5406698564593,664.5844826599487,597.058292328707,3600.0,3450.0,1300.0,700.0
2,954.6153846153846,52.0,14.0,18.0,20.0,835.7142857142857,976.1111111111111,1018.5,268.8056995680775,78.3930985334022,3100.0,2900.0,1125.0,475.0
2,1035.8645669291338,635.0,198.0,218.0,219.0,685.0,1224.788990825688,1165.0228310502282,601.6235311092079,575.795705216572,2800.0,2650.0,1300.0,700.0
1,778.1565656565657,396.0,127.0,133.0,136.0,456.6929133858268,978.796992481203,882.1323529411765,494.10946034334177,306.889196824661,5000.0,4850.0,980.0,500.0
1,1154.7209302325582,430.0,112.0,157.0,161.0,567.7678571428571,1291.3375796178343,1429.8136645962734,729.214799288216,533.626294854461,4750.0,4550.0,1500.0,700.0
1,1019.6992481203008,399.0,156.0,118.0,125.0,620.1923076923077,1406.6949152542372,1152.96,686.6995602424045,516.315183747756,5900.0,5750.0,1120.0,600.0
1,1059.1015625,256.0,140.0,49.0,67.0,625.9285714285714,1538.1632653061224,1613.8805970149253,644.5805364896162,402.55804828563,4500.0,4300.0,1300.0,550.0
1,910.8682170542636,645.0,236.0,205.0,204.0,808.9830508474577,1055.3170731707316,883.5784313725491,584.0735164481702,455.153707532212,4550.0,4400.0,1042.5,550.0
1,1236.810506566604,533.0,130.0,197.0,206.0,604.6923076923077,1435.3807106598986,1445.8252427184466,897.9085159661272,703.217038586081,4600.0,4500.0,1600.0,600.0
2,1172.3181818181818,440.0,189.0,129.0,122.0,1018.3068783068783,1310.5426356589148,1264.7540983606557,745.4154489582443,579.198709998244,4000.0,3940.0,1600.0,700.0
2,1069.7379679144385,374.0,83.0,152.0,139.0,597.5903614457832,1246.2631578947369,1158.63309352518,628.1559932192073,521.057118608961,3080.0,2930.0,1300.0,700.0
3,1216.328282828283,396.0,155.0,147.0,94.0,823.8451612903226,1634.2857142857142,1209.8936170212767,828.3890058255438,627.421516108168,8200.0,8100.0,1500.0,685.0
2,961.6521739130435,345.0,63.0,144.0,138.0,560.0,997.2222222222222,1107.8985507246377,558.45832463811,380.34292981606,2850.0,2820.0,1200.0,600.0
1,926.4179104477612,67.0,28.0,26.0,13.0,629.6428571428571,1208.4615384615386,1001.5384615384615,326.9277617261066,99.4002118297636,5600.0,5400.0,1250.0,500.0
2,1220.1075268817203,186.0,49.0,79.0,58.0,746.1224489795918,1390.253164556962,1388.7931034482758,589.7029656638949,355.413379051472,3880.0,3680.0,1630.0,700.0
1,1191.121052631579,380.0,41.0,157.0,182.0,593.170731707317,1139.6178343949045,1370.2527472527472,762.567356199795,605.863050385172,5000.0,4980.0,1490.0,700.0
2,931.5555555555555,135.0,55.0,46.0,34.0,476.3636363636364,1307.1739130434783,1159.7058823529412,428.3926442665751,181.663513854045,3600.0,3500.0,1215.0,400.0
3,1630.5226480836236,287.0,54.0,107.0,126.0,767.2222222222222,1915.1401869158879,1758.8095238095239,944.5198686401069,670.377829627061,6990.0,6940.0,2350.0,900.0
1,1231.969411764706,425.0,133.0,167.0,125.0,684.0451127819549,1530.8383233532934,1415.672,876.7076978907593,649.032641174548,6000.0,5900.0,1600.0,600.0
2,699.2274678111588,699.0,227.0,239.0,233.0,452.68722466960355,860.7112970711297,773.7768240343347,451.83385970445323,393.310326557046,3050.0,2950.0,850.0,450.0
2,1071.6192560175054,457.0,150.0,159.0,148.0,621.8,1275.1572327044025,1308.8513513513512,714.0370036672291,511.152928791034,3400.0,3380.0,1400.0,550.0
3,1073.3992805755395,556.0,239.0,150.0,167.0,736.0669456066946,1362.8666666666666,1296.1676646706587,761.7877287628378,573.941743389229,8400.0,8300.0,1300.0,610.0
1,1384.4332855093257,697.0,221.0,239.0,237.0,712.1266968325792,1703.0125523012553,1690.084388185654,918.9086704086845,787.926818957994,5600.0,5500.0,2100.0,700.0
1,976.7142857142857,140.0,42.0,69.0,29.0,705.952380952381,1244.7826086956522,731.0344827586207,450.4002722970413,210.651175618395,4950.0,4700.0,1055.0,500.0
1,1016.1204819277109,415.0,154.0,142.0,119.0,510.64935064935065,1405.6338028169014,1205.4621848739496,715.0951946764471,502.262741813336,5600.0,5500.0,1277.5,500.0
3,1015.9637188208617,441.0,149.0,163.0,129.0,630.5369127516778,1201.840490797546,1226.2790697674418,680.1823593533649,521.974734389266,7000.0,6900.0,1200.0,600.0
2,903.9182509505704,526.0,147.0,213.0,166.0,540.8639455782313,1118.8920187793428,949.5783132530121,591.1661746502617,500.226498970307,4200.0,4100.0,1100.0,600.0
2,1020.4379562043796,548.0,199.0,171.0,178.0,716.9849246231156,1212.514619883041,1175.1685393258426,682.0771963906797,508.9921854557,4110.0,3960.0,1240.0,600.0
2,964.2413162705667,547.0,165.0,215.0,167.0,631.8787878787879,1293.3488372093022,868.9221556886228,619.5519300762033,520.931119419289,4050.0,3950.0,1200.0,600.0
2,832.0550847457627,472.0,234.0,126.0,112.0,528.1196581196581,1094.920634920635,1171.3392857142858,542.1273909006626,435.973818633878,2600.0,2510.0,1000.0,500.0
1,832.2314814814815,216.0,82.0,77.0,57.0,718.780487804878,982.7272727272727,792.140350877193,485.10616656043936,243.298934359565,5200.0,5110.0,1100.0,450.0
2,755.1102204408818,499.0,138.0,195.0,166.0,405.57971014492756,1102.0,638.1927710843373,575.3603437958457,431.125887462251,4400.0,4300.0,1000.0,350.0
2,1341.5652173913043,345.0,68.0,134.0,143.0,994.4117647058823,1324.55223880597,1522.5874125874127,765.9648976606912,586.32670128686,3900.0,3770.0,1650.0,957.5
1,927.6428571428571,560.0,204.0,179.0,177.0,416.9117647058824,1194.4692737430169,1246.4406779661017,727.9105313478818,570.305362709956,5360.0,5260.0,1190.0,400.0
1,784.8920863309353,695.0,187.0,243.0,265.0,486.7914438502674,822.1399176954733,961.0943396226415,538.8743295906858,429.743929498674,5200.0,5080.0,900.0,500.0
2,878.2649842271294,317.0,115.0,122.0,80.0,504.4347826086956,1126.1475409836066,1037.625,543.5081021965746,343.104263258626,4000.0,3900.0,1105.0,450.0
1,1324.8731501057082,473.0,117.0,178.0,178.0,742.4358974358975,1467.247191011236,1565.3370786516855,887.3468280241982,744.863690737134,6090.0,5990.0,1600.0,800.0
3,1522.3442136498516,674.0,216.0,225.0,233.0,882.2685185185185,1820.9777777777779,1827.3390557939915,1113.1217107759128,783.745002731595,10000.0,9850.0,2000.0,750.0
2,761.060606060606,462.0,195.0,150.0,117.0,527.8974358974359,938.8,921.7948717948718,473.0592949846458,387.519131190805,2950.0,2850.0,1000.0,450.0
2,1006.7652859960552,507.0,143.0,252.0,112.0,435.8041958041958,1312.2619047619048,1048.392857142857,678.3333626927314,643.540932662688,3600.0,3450.0,1300.0,500.0
2,966.5436893203884,618.0,171.0,229.0,218.0,564.0350877192982,1108.5152838427948,1133.1376146788991,604.3763769395541,552.79593581377,3320.0,3220.0,1200.0,650.0
1,1192.3946037099495,593.0,164.0,215.0,214.0,754.8170731707318,1406.2790697674418,1312.8504672897195,817.7203285276313,666.377981201153,5350.0,5250.0,1500.0,700.0
2,897.9872881355932,472.0,107.0,160.0,205.0,499.25233644859816,1042.1875,993.560975609756,565.5927678134917,493.218656641372,3400.0,3300.0,1190.0,550.0
1,789.1089108910891,505.0,187.0,199.0,119.0,583.7967914438502,1024.572864321608,717.9831932773109,505.39726266712125,421.466707688879,4800.0,4700.0,1000.0,450.0
3,1640.646551724138,232.0,56.0,93.0,83.0,901.25,2079.032258064516,1648.313253012048,992.7361612116403,601.167294803668,8540.0,8440.0,2025.0,810.0
1,814.5871559633027,436.0,90.0,189.0,157.0,507.8888888888889,879.5238095238095,912.2292993630573,548.6904274794841,387.024010705713,5000.0,4950.0,900.0,575.0
1,1239.7826086956522,506.0,138.0,200.0,168.0,758.5507246376811,1497.15,1328.6904761904761,842.8665113858749,675.55002463896,5150.0,5000.0,1550.0,760.0
3,1267.892857142857,280.0,133.0,85.0,62.0,857.2932330827068,1627.0588235294117,1656.2903225806451,807.337702084689,514.321876816023,7200.0,7100.0,1475.0,600.0
2,950.9708737864078,103.0,20.0,32.0,51.0,497.5,1043.4375,1070.7843137254902,371.86764416167193,139.815040240695,3100.0,3000.0,1337.5,500.0
1,1032.1003134796238,319.0,132.0,89.0,98.0,820.6818181818181,1239.7977528089887,1128.2448979591836,622.6922905449113,433.618865899491,4645.0,4545.0,1300.0,600.0
1,1160.1980198019803,606.0,164.0,216.0,226.0,627.8658536585366,1327.0833333333333,1386.9911504424779,771.4172820211188,590.357346644392,6200.0,6050.0,1600.0,700.0
1,1009.1784702549575,353.0,152.0,121.0,80.0,766.4473684210526,1223.388429752066,1146.375,656.0245933056261,436.957491764413,6110.0,6010.0,1250.0,600.0
2,973.3333333333334,483.0,105.0,186.0,192.0,480.6666666666667,1071.720430107527,1147.4479166666667,628.9622989263603,581.79302601137,3950.0,3800.0,1250.0,550.0
1,984.8851351351351,296.0,129.0,112.0,55.0,752.3255813953489,1171.75,1149.8181818181818,605.767768687319,386.06425948631,4600.0,4550.0,1200.0,550.0
2,884.0809443507588,593.0,177.0,201.0,215.0,454.51977401129943,997.6119402985074,1131.5813953488373,586.3102487654276,531.302920706919,3150.0,3050.0,1200.0,500.0
2,987.4862385321101,545.0,228.0,162.0,155.0,787.0175438596491,1070.1851851851852,1195.9354838709678,647.7076008921368,558.981635156991,3150.0,3050.0,1242.5,600.0
2,798.8148148148148,405.0,76.0,166.0,163.0,385.6578947368421,820.1204819277109,969.7546012269938,497.1790426305088,417.770391046142,3500.0,3470.0,1000.0,500.0
3,716.2062615101289,543.0,155.0,199.0,189.0,396.51612903225805,914.070351758794,770.0529100529101,603.9462470982822,403.163720391331,9600.0,9500.0,815.0,450.0
2,901.3668430335097,567.0,148.0,210.0,209.0,552.1283783783783,963.8095238095239,1085.933014354067,607.513005111511,524.163345190409,4360.0,4260.0,1100.0,550.0
1,1093.7623762376238,404.0,154.0,126.0,124.0,733.1818181818181,1288.968253968254,1343.225806451613,710.3234820937574,492.67964113694,5400.0,5250.0,1360.0,650.0
2,793.0405727923628,419.0,157.0,189.0,73.0,525.7834394904459,1076.4867724867725,633.972602739726,507.6588521648304,423.809737310161,3150.0,3050.0,1000.0,500.0
2,1016.9230769230769,130.0,48.0,38.0,44.0,685.4166666666666,1134.7368421052631,1276.8181818181818,448.7098312608933,186.838984752684,4000.0,3865.0,1200.0,500.0
3,1065.8823529411766,578.0,176.0,204.0,198.0,606.7045454545455,1178.921568627451,1357.5757575757575,749.9224896237556,523.377720836696,9200.0,9100.0,1400.0,600.0
2,1107.936507936508,63.0,21.0,23.0,19.0,669.047619047619,1317.391304347826,1339.4736842105262,356.94330607486086,101.404695739299,4100.0,3950.0,1362.5,570.0
1,1186.9906542056074,535.0,165.0,194.0,176.0,585.939393939394,1517.0103092783504,1386.7045454545455,782.7703363619809,534.265549164573,5250.0,5100.0,1650.0,550.0
2,1454.4,25.0,5.0,14.0,6.0,930.0,1772.857142857143,1148.3333333333333,291.9842316848802,62.3994077245904,3800.0,3500.0,2010.0,775.0
2,789.1616766467066,501.0,175.0,178.0,148.0,474.0571428571429,965.1685393258427,950.0675675675676,507.75237299948856,408.873948311293,4050.0,4030.0,1000.0,500.0
2,903.0263157894736,190.0,58.0,73.0,59.0,633.0172413793103,1052.7397260273972,983.2203389830509,453.1216678468096,239.966101143222,3000.0,2850.0,1000.0,500.0
2,1140.5113636363637,528.0,184.0,172.0,172.0,687.3369565217391,1348.8953488372092,1416.9186046511627,787.8814558020014,599.212896786518,4300.0,4100.0,1365.0,600.0
2,744.9574105621806,587.0,204.0,207.0,176.0,390.8333333333333,1036.0869565217392,813.0113636363636,514.2078564645586,449.599654779394,3000.0,2950.0,1000.0,400.0
3,1127.3781512605042,595.0,182.0,220.0,193.0,923.8461538461538,1273.590909090909,1152.6424870466321,1137.449943377607,686.432626455485,15500.0,15350.0,1200.0,500.0
1,865.5681818181819,264.0,76.0,86.0,102.0,448.6842105263158,919.5348837209302,1130.686274509804,540.29349772284,286.606481872352,6150.0,6050.0,1050.0,450.0
3,1015.4750593824228,421.0,188.0,149.0,84.0,824.0159574468086,1120.3355704697988,1257.9761904761904,745.3432311136556,494.56708455268,7520.0,7480.0,1250.0,550.0
2,934.9671052631579,456.0,181.0,145.0,130.0,502.3756906077348,1184.5862068965516,1258.8461538461538,655.3481293337799,484.43033677808,3970.0,3870.0,1200.0,400.0
1,1086.82,250.0,65.0,120.0,65.0,665.2307692307693,1310.375,1095.6923076923076,622.7211688170797,389.009610042348,5130.0,5100.0,1200.0,650.0
1,1420.6,300.0,50.0,118.0,132.0,570.6,1624.6610169491526,1560.1515151515152,889.5591795174292,610.582797361368,5900.0,5750.0,1900.0,640.0
2,864.13,500.0,188.0,162.0,150.0,628.4042553191489,1125.0617283950617,877.7666666666667,537.5256548464955,414.070430189732,3100.0,2950.0,1100.0,575.0
